"","team_name","Domains","Tournament","Rank","Nteams","May2020","June2020","July2020","August2020","Sept2020","Oct2020","Nov2020","Dec2020","Jan2021","Feb2021","March2021","April2021","MAE","MASE"
"848","Junesix","Political Polarization","November - 6-months",29,47,NA,NA,NA,NA,NA,NA,92,91,91,90,88,88,6.08333333333333,2.61878188808913
"849","Team Social Psychological Skill","Political Polarization","November - 6-months",30,47,NA,NA,NA,NA,NA,NA,91.39450184,91.60485322,91.08086456,89.29143352,88.89133696,88.35590362,6.18648228666667,2.66318593369428
"850","Team IPA","Political Polarization","November - 6-months",31,47,NA,NA,NA,NA,NA,NA,86,76,72,74,78,80,6.25,2.69052933707787
"851","Turing Tesla Solutions","Political Polarization","November - 6-months",32,47,NA,NA,NA,NA,NA,NA,90,90,85,80,75,75,6.25,2.69052933707787
"852","BlackSwan","Political Polarization","November - 6-months",33,47,NA,NA,NA,NA,NA,NA,90,91,91,91,90,90,6.58333333333333,2.83402423505536
"853","Polarization Disciples","Political Polarization","November - 6-months",34,47,NA,NA,NA,NA,NA,NA,90.4189353,91.32385646,91.51166403,90.49426788,90.02694209,89.36442509,6.60668180833333,2.84407539616953
"854","The Oracles of Delphi","Political Polarization","November - 6-months",35,47,NA,NA,NA,NA,NA,NA,87,90,83,72,78,69,7.25,3.12101403101033
"855","Dragon","Political Polarization","November - 6-months",36,47,NA,NA,NA,NA,NA,NA,91,91,91,91,92,92,7.41666666666667,3.19276147999908
"856","Goldensaber","Political Polarization","November - 6-months",37,47,NA,NA,NA,NA,NA,NA,90,90,90,78,75,75,7.41666666666667,3.19276147999908
"857","Hi5","Political Polarization","November - 6-months",38,47,NA,NA,NA,NA,NA,NA,95,95,94,90,88,86,7.41666666666667,3.19276147999908
"858","Compassionate Values","Political Polarization","November - 6-months",39,47,NA,NA,NA,NA,NA,NA,91.27,91.54,91.81,92.08,92.35,92.62,8.02833333333333,3.45607461778776
"859","Little Bear","Political Polarization","November - 6-months",40,47,NA,NA,NA,NA,NA,NA,95,95,95,95,90,85,8.58333333333333,3.69499362292028
"860","FrostNova","Political Polarization","November - 6-months",41,47,NA,NA,NA,NA,NA,NA,92,95,95,92,91,90,8.58333333333333,3.69499362292028
"861","polarization-2020CO","Political Polarization","November - 6-months",42,47,NA,NA,NA,NA,NA,NA,94,97,95,92,90,88,8.75,3.76674107190902
"862","Lady in Black","Political Polarization","November - 6-months",43,47,NA,NA,NA,NA,NA,NA,85,80,75,70,70,69,9.08333333333333,3.91023596988651
"863","Lotus","Political Polarization","November - 6-months",44,47,NA,NA,NA,NA,NA,NA,90,90,65,70,75,75,10.4166666666667,4.48421556179646
"864","Old Chickens","Political Polarization","November - 6-months",45,47,NA,NA,NA,NA,NA,NA,94.4200222098361,94.7043133627266,94.8851701889683,94.9669994070923,94.9571795455699,94.865686090642,10.8832284674725,4.68506327581695
"865","The Frugal Few","Political Polarization","November - 6-months",46,47,NA,NA,NA,NA,NA,NA,93.32296296,95.64592593,97.96888889,100.2918519,97.96888889,95.64592593,12.89074075,5.54926658632644
"866","The Nowcast","Political Polarization","November - 6-months",47,47,NA,NA,NA,NA,NA,NA,87,83,65,65,65,65,12.9166666666667,5.5604272966276
"867","The Forecasting Four","Positive Affect in Social Media","November - 6-months",1,51,NA,NA,NA,NA,NA,NA,-1.4975,-1.3375,-1.185,-1.195,-1.1225,-1.115,0.0620808563333333,0.231283657977252
"868","Hi5","Positive Affect in Social Media","November - 6-months",2,51,NA,NA,NA,NA,NA,NA,-1.5,-1.4,-1.3,-1.2,-1.1,-1,0.0674675453333333,0.251351891727386
"869","ForeverJung90","Positive Affect in Social Media","November - 6-months",3,51,NA,NA,NA,NA,NA,NA,-1.5,-1.5,-1.5,-1.25,-1.25,-1.25,0.082414166,0.307035870756666
"870","savvy time traveler","Positive Affect in Social Media","November - 6-months",4,51,NA,NA,NA,NA,NA,NA,-1.45,-1.45,-1.42,-1.4,-1.3,-1.2,0.0866293323333333,0.322739569869986
"871","Team Social Psychological Skill","Positive Affect in Social Media","November - 6-months",5,51,NA,NA,NA,NA,NA,NA,-1.429062763,-1.39007051,-1.357733901,-1.331173762,-1.291261891,-1.319018315,0.0953169773333333,0.355105591112011
"872","Lady in Black","Positive Affect in Social Media","November - 6-months",6,51,NA,NA,NA,NA,NA,NA,-1.5,-1.3,-1.1,-1.1,-1.1,-1.1,0.100037334333333,0.372691389672143
"873","scaled-humanity","Positive Affect in Social Media","November - 6-months",7,51,NA,NA,NA,NA,NA,NA,-1.3408903,-1.3721121,-1.20014563,-1.2187539,-1.27520286,-1.2938111,0.10766968,0.401125868978539
"874","The Causal Lab","Positive Affect in Social Media","November - 6-months",8,51,NA,NA,NA,NA,NA,NA,-1.55,-1.61,-1.48,-1.29,-1.27,-1.24,0.114080832666667,0.425010765678991
"875","The Star","Positive Affect in Social Media","November - 6-months",9,51,NA,NA,NA,NA,NA,NA,-1.226596475,-1.226246238,-1.232077241,-1.226166725,-1.216990232,-1.216990232,0.122930191833333,0.457979256767962
"876","A Woman Scientist","Positive Affect in Social Media","November - 6-months",10,51,NA,NA,NA,NA,NA,NA,-1.4,-1.3,-1.2,-1.4,-1.3,-1.1,0.123280947,0.459286003207888
"877","Northstar","Positive Affect in Social Media","November - 6-months",11,51,NA,NA,NA,NA,NA,NA,-1.42,-1.38,-1.36,-1.4,-1.38,-1.36,0.127862341666667,0.476354094399394
"878","5casters","Positive Affect in Social Media","November - 6-months",12,51,NA,NA,NA,NA,NA,NA,-1.334366574,-1.379827695,-1.409388157,-1.390033985,-1.389881144,-1.375088452,0.136375099166667,0.508068568238186
"879","MLTS","Positive Affect in Social Media","November - 6-months",13,51,NA,NA,NA,NA,NA,NA,-1.365837865,-1.397550201,-1.309541707,-1.332914625,-1.368893046,-1.382838228,0.138998429666667,0.517841846346103
"880","CantabRoyal","Positive Affect in Social Media","November - 6-months",14,51,NA,NA,NA,NA,NA,NA,-1.4,-1.3,-1.2,-1,-1,-1,0.142585834,0.531206803691436
"881","FrostNova","Positive Affect in Social Media","November - 6-months",15,51,NA,NA,NA,NA,NA,NA,-1.4,-1.3,-1.2,-1.1,-1,-0.9,0.142585834,0.531206803691436
"882","BRTWN","Positive Affect in Social Media","November - 6-months",16,51,NA,NA,NA,NA,NA,NA,-1.337279,-1.269524,-1.223251,-1.197793,-1.391202,-1.338329,0.143270652666667,0.533758111383252
"883","CPMY","Positive Affect in Social Media","November - 6-months",17,51,NA,NA,NA,NA,NA,NA,-1.286925043,-1.297836282,-1.308747521,-1.31965876,-1.330569998,-1.341481237,0.143425844166667,0.534336280885526
"884","Imielin","Positive Affect in Social Media","November - 6-months",18,51,NA,NA,NA,NA,NA,NA,-1.4,-1.5,-1.4,-1.4,-1.4,-1.4,0.154529008333333,0.575701374333984
"885","Compassionate Values","Positive Affect in Social Media","November - 6-months",19,51,NA,NA,NA,NA,NA,NA,-1.48,-1.49,-1.5,-1.51,-1.52,-1.25,0.165747499333333,0.617496120552259
"886","polarization-2020CO","Positive Affect in Social Media","November - 6-months",20,51,NA,NA,NA,NA,NA,NA,-1.48,-1.62,-1.54,-1.4,-1.38,-1.34,0.167414166,0.623705325548171
"887","Team Supreme Ignorance","Positive Affect in Social Media","November - 6-months",21,51,NA,NA,NA,NA,NA,NA,-1.5,-1.5,-1.5,-1.5,-1.5,-1.3,0.174080832666667,0.648542145531819
"888","Duckling Power","Positive Affect in Social Media","November - 6-months",22,51,NA,NA,NA,NA,NA,NA,-1.5,-1.7,-1.4,-1.5,-1.55,-1.2,0.186980508666667,0.696600185130725
"889","BlackSwan","Positive Affect in Social Media","November - 6-months",23,51,NA,NA,NA,NA,NA,NA,-1.5,-1.5,-1.5,-1.5,-1.5,-1.4,0.190747499333333,0.710634195490937
"890","Dragon","Positive Affect in Social Media","November - 6-months",24,51,NA,NA,NA,NA,NA,NA,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.207414166,0.772726245450056
"891","TeamKL","Positive Affect in Social Media","November - 6-months",25,51,NA,NA,NA,NA,NA,NA,-1.1,-1.1,-1.05,-1.05,-1.1,-1.1,0.209252500666667,0.779575003527911
"892","Team CCS","Positive Affect in Social Media","November - 6-months",26,51,NA,NA,NA,NA,NA,NA,-1.481783,-1.631427,-1.201455,-1.242502,-1.618512,-1.428842,0.212249008666667,0.790738562994245
"893","Polarization Disciples","Positive Affect in Social Media","November - 6-months",27,51,NA,NA,NA,NA,NA,NA,-1.489722747,-1.498249755,-1.517638484,-1.515665103,-1.519003545,-1.540065111,0.220804956833333,0.822613944654982
"894","Team42","Positive Affect in Social Media","November - 6-months",28,51,NA,NA,NA,NA,NA,NA,-0.7,-1.4,-1.3,-1,-1,-1.2,0.223833895333333,0.833898324694889
"895","teamGreenLake","Positive Affect in Social Media","November - 6-months",29,51,NA,NA,NA,NA,NA,NA,-1.0591789,-1.0697748,-1.1263339,-1.1203545,-0.9522054,-0.9926408,0.239171117333333,0.891037497974374
"896","Average Joes","Positive Affect in Social Media","November - 6-months",30,51,NA,NA,NA,NA,NA,NA,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,0.242585834,0.903759103446148
"897","adamman","Positive Affect in Social Media","November - 6-months",31,51,NA,NA,NA,NA,NA,NA,-1.570760453,-1.820737761,-1.315650186,-1.305427775,-1.638936904,-1.396650116,0.2481243125,0.924392832469318
"898","LongerSquigglyLines","Positive Affect in Social Media","November - 6-months",32,51,NA,NA,NA,NA,NA,NA,-1.264781,-1.458446,-0.7979,-0.760297,-1.243443,-1.228803,0.249187819666667,0.928354952876792
"899","Me Myself and I","Positive Affect in Social Media","November - 6-months",33,51,NA,NA,NA,NA,NA,NA,-1,-1.1,-1.1,-1,-1,-1,0.259252500666667,0.965851153405267
"900","Bluebirds","Positive Affect in Social Media","November - 6-months",34,51,NA,NA,NA,NA,NA,NA,-1.00542,-1.29728,-0.854875,-1.00622,-1.29061,-0.855234,0.278584258333333,1.03787206117544
"901","Team Blue Skies","Positive Affect in Social Media","November - 6-months",35,51,NA,NA,NA,NA,NA,NA,-1.02246288,-1.04746288,-1.07246288,-1.02246288,-0.97246288,-0.92246288,0.282622954,1.0529183147617
"902","StatFore","Positive Affect in Social Media","November - 6-months",36,51,NA,NA,NA,NA,NA,NA,-1.03209673578092,-0.995199317695993,-0.987572771123509,-1.01450759032569,-1.0110079235369,-0.996064777899056,0.286510981272989,1.06740324978231
"903","AbCdEfG","Positive Affect in Social Media","November - 6-months",37,51,NA,NA,NA,NA,NA,NA,-1.585163388,-1.847563388,-1.374063388,-1.378363388,-1.712063388,-1.523063388,0.290672767333333,1.082908079461
"904","Team29","Positive Affect in Social Media","November - 6-months",38,51,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,0.292585834,1.0900352533235
"905","CheeseCake","Positive Affect in Social Media","November - 6-months",39,51,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,0.292585834,1.0900352533235
"906","WQXZ","Positive Affect in Social Media","November - 6-months",40,51,NA,NA,NA,NA,NA,NA,-0.99235,-1.2945,-0.83359,-1.0087,-1.3195,-0.83082,0.293244091666667,1.09248760739898
"907","Bordeaux","Positive Affect in Social Media","November - 6-months",41,51,NA,NA,NA,NA,NA,NA,-0.966,-0.998,-0.996,-1.004,-0.998,-0.972,0.303585834,1.13101600629652
"908","TheMets","Positive Affect in Social Media","November - 6-months",42,51,NA,NA,NA,NA,NA,NA,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,0.320085834,1.19248713575605
"909","RTTMT","Positive Affect in Social Media","November - 6-months",43,51,NA,NA,NA,NA,NA,NA,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,0.322585834,1.20180094324992
"910","Heisenburg","Positive Affect in Social Media","November - 6-months",44,51,NA,NA,NA,NA,NA,NA,-0.775403768242589,-0.97720210104744,-1.24243841948512,-0.801102633439778,-0.970460188068903,-1.22845469299728,0.323338470118908,1.2046049064197
"911","Motivation & Emotion","Positive Affect in Social Media","November - 6-months",45,51,NA,NA,NA,NA,NA,NA,-1.545736926,-1.590222381,-1.689667854,-1.638123286,-1.658243302,-1.619996771,0.331079252666667,1.23344336982038
"912","datamodelers","Positive Affect in Social Media","November - 6-months",46,51,NA,NA,NA,NA,NA,NA,-1.482354,-1.783009,-1.372946,-1.546894,-1.838936,-1.807153,0.359547175333333,1.33950127040744
"913","ms607","Positive Affect in Social Media","November - 6-months",47,51,NA,NA,NA,NA,NA,NA,-0.7,-0.9,-1.3,-0.9,-1.5,-0.8,0.383320758333333,1.42807030060804
"914","Team Apple","Positive Affect in Social Media","November - 6-months",48,51,NA,NA,NA,NA,NA,NA,-1.8,-1.9,-1.8,-1.7,-1.5,-1.4,0.390747499333333,1.45573879500036
"915","fearfulastra","Positive Affect in Social Media","November - 6-months",49,51,NA,NA,NA,NA,NA,NA,-0.885,-0.889,-0.893,-0.896,-0.9,-0.904,0.398085834,1.48307792956473
"916","SCREEN Team","Positive Affect in Social Media","November - 6-months",50,51,NA,NA,NA,NA,NA,NA,-1.5,-1.5,-2,-2,-2,-2,0.540747499333333,2.01456724463243
"917","TAPE-Measurement","Positive Affect in Social Media","November - 6-months",51,51,NA,NA,NA,NA,NA,NA,-1.9,-2,-1.9,-1.8,-1.9,-1.6,0.557414166,2.07665929459155
