"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","t.consent_First.Click","t.consent_Last.Click","t.consent_Page.Submit","t.consent_Click.Count","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","t.covid_First.Click","t.covid_Last.Click","t.covid_Page.Submit","t.covid_Click.Count","Age","t.demo_First.Click","t.demo_Last.Click","t.demo_Page.Submit","t.demo_Click.Count","Sex","Genderident","Genderident_5_TEXT","Education","Occupation","Ethnicity","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","Comments","PID","STUDY_ID","SESSION_ID","complete","Issue","Useless","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","predNumber","First.Click","Last.Click","Page.Submit","Click.Count","details","upload_Id","upload_Name","upload_Size","upload_Type","up_First.Click","up_Last.Click","up_Page.Submit","up_Click.Count","any_First.Click","any_Last.Click","any_Page.Submit","any_Click.Count","confidence","basis","basis_text","theory","parameters","covidcondyn","coviddesc","Intuition","Theory","Simulation","DataDriven","Other","Method","Error","OM.Flag","HK.Flag","Agreement","OM.Comment","HK.Comment","Final.Code","Final.OT","Disagreement","OT.Flag","OT.Comment"
"1962",1962,"6/3/2020 16:24","6/3/2020 17:04",0,"98.252.56.96",100,2396,1,"6/3/2020 17:04","R_2QxkT3pCM4FkU78",NA,NA,NA,NA,38.97050476,-76.83879852,"anonymous","EN",0,0,13.035,0,750000,760000,825000,900000,930000,950000,965000,975000,980000,981000,982000,982500,49.186,131.251,179.801,5,21,1.786,7.787,10.487,4,2,1,NA,5,"Student",4,10,NA,1,"United States of America",3,4,"N/A","5df7d36bdc853556a6747900","5ed7c6806cb9612735cc3980","5ed806f71775bf1390d8ff13",1,"eafric","pred",-0.08,-0.04,-0.06,-0.02,0.005,0.023,0.04,0.05,0.035,0.06,0.07,0.055,11464,162.098,184.406,186.027,2,3,"F_3HLKHuO9DpouUhq","african_explicit_bias_updated.xlsx",40249,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",287.655,364.353,373.417,2,1.171,52.999,229.148,3,2,"1",NA,"I based my forecast on theoretical assumptions that some individuals will begin feeling more negatively toward African Americans in the coming months.","I considered the current state of the world given George Floyd's murder. While many people are rallying around the black community, there are still those who do not understand. Even some who have shown their support have expressed their disapproval of looting, rioting, burning businesses, etc. that is happening in so many cities. For this reason, individuals are starting to apply their feelings and judgements to the entire black community.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1963",1963,"6/3/2020 16:27","6/3/2020 17:06",0,"104.175.87.135",100,2305,1,"6/3/2020 17:06","R_2tll9Ms7Ci1hCuE",NA,NA,NA,NA,34.10490417,-117.8132019,"anonymous","EN",1.32,1.32,16.574,1,700000,750000,800000,820000,860000,900000,910000,920000,930000,940000,960000,970000,13.415,129.124,152.359,20,34,2.203,9.351,11.307,8,1,2,NA,5,"Assorted freelance",4,10,NA,2,"United States",2,8,"Good survey. I wasn't sure why the data needed to be entered into Excel when you have to enter it into the survey fields anyways.","5cfec17adc24bc00016efa53","5ed7c6806cb9612735cc3980","5ed807ab00ce5d2f6ef959f1",1,"eafric","pred",-0.069,-0.0695,-0.06,-0.061,-0.0699,-0.07,-0.075,-0.076,-0.08,-0.085,-0.095,-0.1,11470,24.778,24.778,24.781,1,3,"F_2SJIDTUJ2udiZw7","african_explicit_bias_updated.xlsx",40269,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",17.681,180.278,194.14,20,1.845,251.575,253.016,18,4,"1,4",NA,"Nothing complex, just assuming the general explicit bias will go down as more people become informed and as more pressure is put on people to stop showing outward bias.","With the George Floyd protests and the upcoming US election, I suspect racial awareness will be at the forefront for the foreseeable future. Hopefully there will be enough public pressure to condemn outward displays of racism, and those that feel comfortable expressing racist views will become less and less so.",1,"To a slight degree, I believe that the virus has rallied people into working towards a common good - that is, to a belief that we're all in this together. Explicit displays of racism may seem increasingly awkward, dated, nonsensical, and counterproductive.",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1964",1964,"6/3/2020 16:03","6/3/2020 17:06",0,"67.143.209.21",100,3807,1,"6/3/2020 17:06","R_2OT0Rnfo31dQVa2",NA,NA,NA,NA,28.63439941,-81.62210083,"anonymous","EN",0,0,52.2,0,611021,633980,670112,699091,750776,800210,880877,909289,922432,949987,978890,991091,47.178,291.467,377.236,21,27,2.397,7.963,9.658,5,2,1,NA,3,NA,4,10,NA,4,"United States of America",3,3,NA,"599766b07eaf20000139e40d","5ed7c6806cb9612735cc3980","5ed801d854fe05300f1b4380",1,"eafric","pred",-0.18,-0.19,-0.2,-0.25,-0.15,-0.08,-0.04,-0.09,-0.12,-0.16,-0.17,-0.15,11475,144.857,144.857,144.862,1,1,"F_x9rVntW1LI9yvE5","african_explicit_bias_updated.xlsx",37194,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",11.054,11.054,11.054,1,6.292,717.388,747.373,62,2,"1",NA,"I thought about holidays and events that occur in certain months which might have an influence on people. For example, Martin Luther King Jr Day in January, and elections during November. I think these events can change the mindset of some people, especially if they watch the news or use social media. I also thought about what might seem realistic, where over time people could randomly shift their biases. ","Yes, I considered current events. Currently, Black Lives Matters has been a popular discussion, and I feel like it certainly has an effect on Explicit African-American Bias. Political leadership change is another event I considered.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1965",1965,"6/3/2020 16:12","6/3/2020 17:07",0,"71.237.222.121",100,3298,1,"6/3/2020 17:07","R_29dgwUQtA3Wwmrl",NA,NA,NA,NA,44.65539551,-123.1349945,"anonymous","EN",0,0,109.094,0,1250000,1300000,1500000,1550000,1575000,1590000,1610000,1635000,1655000,1675000,1700000,1720000,36.128,158.26,167.433,13,68,5.462,23.416,24.846,3,1,2,NA,3,"Retired (Grant writer, non-profit sector)",4,10,NA,2,"United States of America",1,6,"Awkward dancing with Google sheets and Excel files - at least for me. ","5c5c65f82b9837000195da29","5ed7c6806cb9612735cc3980","5ed803608f29cf3079b66778",1,"eafric","pred",0.06,0.07,0.06,0.06,0.07,0.08,0.06,0.06,0.07,0.08,0.06,0.07,11483,153.593,160.999,161.001,2,3,"F_0SuFIssrGtCTyk9","african_explicit_bias_updated (1).xlsx",61437,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",391.844,497.517,498.22,14,6.773,166.046,242.723,3,3,"1,5","Past data indicated a relative stable line in the .06 to .08 range. I assumed that trend was predictive for the next 12 months at least.","I took the portion of past data that appeared relatively stable and applied it to the next 12 months. It seemed a reasonable deduction while having the benefit of not falling into ""wild assed guessing"" ","Well the recent murder of a black man in Minnesota by the police and subsequent social upheaval across the country certainly factored into my thinking.",2,NA,1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1966",1966,"6/3/2020 16:31","6/3/2020 17:07",0,"96.234.213.225",100,2185,1,"6/3/2020 17:07","R_7OJSxMVjPwsAARH",NA,NA,NA,NA,38.95120239,-76.49440002,"anonymous","EN",0,0,10.65,0,700000,800000,850000,875000,900000,910000,960000,1000000,1100000,1150000,1200000,1250000,29.722,331.196,338.421,14,20,3.84,9.71,11.676,3,2,1,NA,3,"Student",4,2,NA,2,"United States",2,7,NA,"5e6aa40bd6d43306673a4879","5ed7c6806cb9612735cc3980","5ed808833194fc2fce8b528a",1,"eafric","pred",-0.02,-0.01,-0.02,-0.03,-0.04,-0.05,-0.08,-0.08,-0.08,-0.09,-0.09,-0.1,11484,21.972,179.852,181.57,2,3,"F_3Ejb5fKBUS6V120","african_explicit_bias_updated.xlsx",40187,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",4.334,79.375,84.137,14,1.414,11.358,78.182,2,2,"1",NA,"N/A","As with implicit African-American bias, I assumed the same sort of trend would apply with an increase due to riots and then decreasing near the presidential election.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1967",1967,"6/3/2020 16:12","6/3/2020 17:07",0,"34.125.198.122",100,3301,1,"6/3/2020 17:07","R_24HNQ40xX0pImNG",NA,NA,NA,NA,37.75100708,-97.8219986,"anonymous","EN",0.187,0.187,186.02,1,500000,10000,5000,5000,1000,100,0,0,0,0,0,0,16.511,132.346,134.362,53,26,10.087,23.599,26.89,14,1,2,NA,5,"Web Designer",3,2,NA,5,"California",2,4,"No, thanks","5eaa8f0ce94a700008be81d1","5ed7c6806cb9612735cc3980","5ed804212006c62f272e60bf",1,"eafric","pred",0.02,0.07,0.05,0.012,-0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11485,22.999,707.514,709.782,43,3,"F_1DI2VsLjJPGn9Ie","african_explicit_bias_updated(1).xlsx",62953,"application/octet-stream",8.249,266.203,269.104,40,8.918,268.207,336.123,7,5,"1,2,4",NA,"Simply a mathematical process using mean values.","I did not consider any other variable condition.",2,NA,1,1,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1968",1968,"6/3/2020 16:15","6/3/2020 17:07",0,"173.64.4.252",100,3113,1,"6/3/2020 17:07","R_2B3yTf4xBUPdsTX",NA,NA,NA,NA,42.97520447,-78.88159943,"anonymous","EN",0,0,5.001,0,1000000,2000000,4000000,8000000,9000000,10000000,12000000,18000000,24000000,28000000,30000000,31000000,31.876,79.066,173.086,4,33,4.138,7.994,11.005,3,2,1,NA,6,"Freelance editor",4,10,NA,1,"United States",2,1,"Nope.","5b707a406f0ed10001bfb973","5ed7c6806cb9612735cc3980","5ed804120c75182fb1eb06c8",1,"eafric","pred",-0.07,0.03,0.01,-0.01,-0.03,0.01,-0.03,-0.05,-0.07,-0.03,-0.07,-0.1,11486,78.904,78.904,78.908,1,1,"F_3P7WMqjKIT1euiY","african_explicit_bias_updated.xlsx",40182,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",57.488,139.097,165.545,2,8.329,1080.842,1086.401,61,2,"1,4",NA,"First, I looked at the basic range of the past data; since widespread, entrenched cultural opinions do not usually change rapidly, I thought it likely that the data over the next year would fall within a similar range, that is between about -0.1 and 0.1. Then, I thought about the general trends that we are observing in the world right now and how I thought, purely intuitively, they might play out in the next twelve months. In particular, I thought that we might see a rise in explicit bias in the coming weeks, particularly June, due to the negative, aggressive rhetoric of President Trump and the media coverage of the George Floyd protests. However, I think that because of the widespread attention that these events have drawn to issues of racial bias, particularly in regards to police brutality, we might also see a slow, but longer-term downward trend in bias as more people become aware of the pervasive problem of racial bias in society and the experience of African Americans. Because of the scale of current awareness, I think this trend may continue throughout the year. However, I also considered the potential resurgence of negative attention, and thus bias, as the relevant cases, charges, indictments or non-indictments proceed, which could take six months or so. I thought that it may also be relevant that COVID-19 is drawing attention to the systemic inequalities related to health in non-white communities and that this may contribute to the longer-term downward trend of bias, but I was unsure of the specific timeframe of this or how acute this effect might be.","The primary additional variables that I considered, besides prior data were: 1) recent police killings of African Americans, 2) future legal proceedings related to police killings, 3) popular protests and media coverage, and 4) the effect of COVID-19 on the discussions of racial inequality in America.",1,"Intuitively and optimistically, the COVID-19 pandemic will continue to bring to light the long-time, entrenched inequalities in health outcomes between white and non-white communities. I think that, in the long term, this may stand as a stark demonstration of the specific and dire struggles faced by African-American communities in this country. This moment of clarity — again, optimistically — could potentially lead more white Americans to educate themselves and become aware of the differences in experience and outcomes between racial groups in Amerca, thus eroding longstanding biases based on ignorance.",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1969",1969,"6/3/2020 16:21","6/3/2020 17:08",0,"172.250.243.242",100,2838,1,"6/3/2020 17:08","R_3QKQ7pliY2HaN2l",NA,NA,NA,NA,33.86309814,-118.3923035,"anonymous","EN",155.347,155.347,170.334,1,700000,1000000,1100000,1150000,1300000,1900000,2600000,3900000,4500000,5000000,5100000,5125000,6.55,260.392,270.333,17,18,1.242,6.8,9.712,3,1,2,NA,2,"Student",3,9,"Agnostic",1,"United States",2,8,"The sheets part confued me at first because I wanted to add longer numbers like ""0.023434"" for example, but the sheets document would only let me input numbers with two decimal places, like ""0.24"". Other than that, I thought the survey was interesting considering the current political climate of what's going on. Although I think I relied too much on speculative data instead of analyzing the qualitative data that was presented to me.","5ed204947c0f69166781f0f3","5ed7c6806cb9612735cc3980","5ed8043ab663bd2f56fb449e",1,"eafric","pred",-0.25,-0.2,-0.15,-0.17,-0.1,-0.05,-0.19,-0.23,-0.19,-0.25,-0.24,-0.23,11500,28.547,33.5,33.5,3,1,"F_p4LyrySVBArLsat","african_explicit_bias_updated (1).xlsx",61459,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",13.788,144.339,150.47,29,1.036,143.31,248.589,4,4,"1,5","Observing Current Events","Through assumptions, I theorized that since there are major increases or decreases between months compared to Implicit African-American Bias, that the forecast will have major increases or decreases between certain months. And these increases and decreases are further amplified by the current state of politics with the black lives matter movement taking the forefront. ","Additional variable include the protests that are going on for George Floyd. I predicted that certain legislation would be put in place in the coming months to support African Americans and help eliminate explicit bias against them. Furthermore, I predicted that Joe Biden would be the winning presidential candidate and that he would impliment legislation to support African American communities.",2,NA,1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1970",1970,"6/3/2020 15:53","6/3/2020 17:12",0,"73.66.189.47",100,4712,1,"6/3/2020 17:12","R_OdksvapIfmCVheN",NA,NA,NA,NA,38.66140747,-121.2635956,"anonymous","EN",2011.324,2012.079,2015.646,2,1200000,3200000,8900000,24000000,65000000,65000000,24000000,8900000,3200000,12000000,590000,180000,322.706,473.638,536.031,12,31,2.114,24.441,26.809,4,2,1,NA,6,"unemployed",4,10,NA,1,"USA",1,1,"No","5ec58f73646a633f9282c663","5ed7c6806cb9612735cc3980","5ed7ffaf514ae3125510443d",1,"eafric","pred",-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,11518,53.069,397.259,398.356,2,1,"F_3e46IZqC8iLrWke","african_explicit_bias_updated.xlsx",19486,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",31.669,42.097,53.759,2,1.63,218.626,259.933,5,2,"1",NA,"This one is intuitive, as there's a lot of variability in the data, but it looks like a downward trend with diminishing returns. I would expect the numbers to hover fairly close to zero. There appears to be some seasonality in the data with peaks around March, but I don't know what factors would account for that.","No. I have no confidence in which president will get elected next, the outcome of the police brutality protests, or whether or not COVID deaths and unemployment will significantly affect explicit bias.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1971",1971,"6/3/2020 16:11","6/3/2020 17:12",0,"24.20.18.141",100,3654,1,"6/3/2020 17:12","R_1OQ7tFgurZsNRpG",NA,NA,NA,NA,44.53990173,-123.2807007,"anonymous","EN",4.423,53.499,55.21,2,1175000,1690000,1710000,1925000,2100000,2775000,3600000,4575000,6300000,7500000,8250000,8990000,34.568,373.616,374.869,36,48,3.714,13.071,14.731,5,2,1,NA,5,"none",4,10,NA,4,"United States",2,6,"I found it very challenging because ultimately coming up with numbers was incredibly arbitrary.  To truly give a more accurate assessment I feel I would need to spend hours researching news and events surrounding the past data values and changes and research more details about how the values were generated and weighted.  I'm not sure if that was the intention with the study but my answers felt very disingenuous to me even though I did try to give them some thought considering this is supposed to be a relatively short time investment (less than half hour).  ","5eb9cea0d0a682113d2c05a1","5ed7c6806cb9612735cc3980","5ed803ec561e31125f94df26",1,"eafric","pred",-0.11,-0.135,-0.12,-0.11,-0.1,-0.08,-0.09,-0.08,-0.05,-0.07,-0.04,-0.03,11520,98.331,98.331,98.335,1,1,"F_3EEGwHovaqQaAHK","african_explicit_bias_updated.xlsx",40204,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",760.106,927.282,929.64,19,5.891,359.918,496.334,18,2,"1",NA,"in general the values seemed to trend down and more recently with less variability with minimal ups and downs so for the most part I tried to follow that without knowing for certain what future events will occur ","I thought with recent events it might get to a more negative value, as had been seen in the past, over the next month however I think it will eventually start to trend back upwards especially with the new year which seems to generate more optimism, but I also thought there might be a dip again with black history month but I feel there will hopefully be less disparity with leadership changes in the next year and just a bit of wish fulfillment on my part.  ",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1972",1972,"6/3/2020 16:53","6/3/2020 17:12",0,"73.109.137.110",100,1178,1,"6/3/2020 17:12","R_3MtyCaxNupFxgyS",NA,NA,NA,NA,47.50790405,-122.1772995,"anonymous","EN",8.688,8.688,12.932,1,1800000,5400000,10000000,30000000,180000000,540000000,1000000000,300000000,1800000000,5400000000,10000000000,3000000000,24.986,143.433,144.33,28,25,2.399,26.716,32.992,4,1,5,"Man",3,"software engineer",4,10,NA,4,"USA",2,8,"no","5ec48981bc7291376f2e278e","5ed7c6806cb9612735cc3980","5ed80db2d3e5b530da9d62cb",1,"eafric","pred",-0.2,-0.2,-0.2,-0.2,-0.21,-0.21,-0.21,-0.21,-0.22,-0.22,-0.22,-0.22,11522,8.901,13.505,14.402,2,3,"F_3QSHnrt3o7O5CK8","african_explicit_bias_updated(1).xlsx",62913,"application/octet-stream",52.67,91.416,93.421,14,1.752,57.602,85.414,2,3,"1",NA,"It seems like conversation is becoming generally more explicit. In chaotic times, people tend to voice their opinions.","The recent riots give racists more reason to be racist.",1,"I would think many more people in urban areas will die from COVID-19. In theory, more ""pro-black"" people will die than ""anti-black"" people who are apparently live in rural areas. But you see, that would be stereotyping and I'm not allowed to do that.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
